left_eye_263,left_eye_387,left_eye_385,left_eye_326,left_eye_380,left_eye_373,right_eye_33,right_eye_160,right_eye_158,right_eye_133,right_eye_153,right_eye_144,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.4944509267807007, 0.5014637112617493, 0.05177859961986542]","[0.5334841012954712, 0.49430519342422485, 0.051512427628040314]","[0.5665138959884644, 0.49561429023742676, 0.058737896382808685]","[0.5908979177474976, 0.5030896067619324, 0.07894875109195709]","[0.5653284788131714, 0.5076408386230469, 0.05649008974432945]","[0.5314703583717346, 0.5069167017936707, 0.04846368357539177]","[0.377610445022583, 0.5011101961135864, 0.0459502674639225]","[0.3450530171394348, 0.4937019646167755, 0.036834731698036194]","[0.3115462064743042, 0.4951428174972534, 0.0389508418738842]","[0.28400975465774536, 0.5023958683013916, 0.05553743988275528]","[0.31284379959106445, 0.5067704916000366, 0.0371565967798233]","[0.34717074036598206, 0.5059630274772644, 0.03415975719690323]","[0.35486772656440735, 0.6243038177490234, -0.04334443807601929]","[0.4187003970146179, 0.616884171962738, -0.06997031718492508]","[0.46108362078666687, 0.6169896125793457, -0.06627442687749863]","[0.5154772400856018, 0.6246811151504517, -0.030413473024964333]","[0.46113717555999756, 0.6204168796539307, -0.06959016621112823]","[0.4178955852985382, 0.6203183531761169, -0.0734727755188942]","[0.44347769021987915, 0.3984922766685486, 0.07169800996780396]","[0.43655967712402344, 0.716119647026062, -0.07474002987146378]"
"[0.4941573739051819, 0.501362681388855, 0.051245540380477905]","[0.5330384373664856, 0.49411264061927795, 0.05112507566809654]","[0.5660748481750488, 0.4954489767551422, 0.0586111918091774]","[0.5902440547943115, 0.5029088258743286, 0.07910128682851791]","[0.5647501945495605, 0.5074135661125183, 0.05655785650014877]","[0.5309902429580688, 0.5066841840744019, 0.04827283322811127]","[0.37718331813812256, 0.5008180737495422, 0.044539399445056915]","[0.3446568548679352, 0.4934034049510956, 0.03507738932967186]","[0.31113144755363464, 0.4948592185974121, 0.03697042912244797]","[0.2836472988128662, 0.5020425915718079, 0.053528252989053726]","[0.31265074014663696, 0.5063497424125671, 0.035398874431848526]","[0.34692293405532837, 0.5055438876152039, 0.03260156512260437]","[0.3553382456302643, 0.6241586208343506, -0.04277326539158821]","[0.419215589761734, 0.6170402765274048, -0.06909196823835373]","[0.46137917041778564, 0.617171049118042, -0.06506241112947464]","[0.5153074860572815, 0.6246402859687805, -0.02875554747879505]","[0.4615166187286377, 0.6203456521034241, -0.06826264411211014]","[0.4185214936733246, 0.6202308535575867, -0.07247889041900635]","[0.4427849054336548, 0.3983577489852905, 0.0685918852686882]","[0.4373106062412262, 0.7158637642860413, -0.07200919091701508]"
"[0.495429664850235, 0.5010271072387695, 0.05210334435105324]","[0.5345402956008911, 0.49357232451438904, 0.05226326361298561]","[0.5678128004074097, 0.494866281747818, 0.05997861549258232]","[0.5920504331588745, 0.5024384260177612, 0.08072297275066376]","[0.5664016008377075, 0.5070183277130127, 0.057862237095832825]","[0.532446026802063, 0.5063121318817139, 0.049334846436977386]","[0.3772902190685272, 0.5005942583084106, 0.04454488679766655]","[0.34432554244995117, 0.49308323860168457, 0.034830570220947266]","[0.3103722333908081, 0.4945847988128662, 0.03651852160692215]","[0.2825394868850708, 0.5019134879112244, 0.05305485799908638]","[0.3121318221092224, 0.5062298774719238, 0.03493647649884224]","[0.34683021903038025, 0.5053686499595642, 0.032313354313373566]","[0.3549545407295227, 0.6242139339447021, -0.04340635612607002]","[0.420305460691452, 0.6171766519546509, -0.069755420088768]","[0.4633149802684784, 0.617287814617157, -0.06540631502866745]","[0.5175537467002869, 0.6245783567428589, -0.028231218457221985]","[0.46332302689552307, 0.6204894185066223, -0.06885882467031479]","[0.41958001255989075, 0.6203969717025757, -0.07342378795146942]","[0.4433514475822449, 0.39795878529548645, 0.06936289370059967]","[0.4389455318450928, 0.7165665030479431, -0.07287222146987915]"
"[0.4954407215118408, 0.5014403462409973, 0.05265748128294945]","[0.5346034169197083, 0.49359822273254395, 0.05288698524236679]","[0.5679972767829895, 0.4948606491088867, 0.0604272186756134]","[0.5921252369880676, 0.5026528239250183, 0.0809277594089508]","[0.5665284395217896, 0.5073238015174866, 0.05812888965010643]","[0.5325924158096313, 0.5066906809806824, 0.049724772572517395]","[0.377616822719574, 0.5010237693786621, 0.045460209250450134]","[0.3446858823299408, 0.4930252432823181, 0.036010026931762695]","[0.3106937110424042, 0.49444371461868286, 0.03769843280315399]","[0.2831007242202759, 0.502042293548584, 0.05409949645400047]","[0.3123749792575836, 0.5065438747406006, 0.03591569513082504]","[0.34698331356048584, 0.5057778358459473, 0.0332418791949749]","[0.35479751229286194, 0.6247726082801819, -0.043589793145656586]","[0.42023080587387085, 0.6176154017448425, -0.0701948031783104]","[0.46338701248168945, 0.6176914572715759, -0.06603900343179703]","[0.5182591676712036, 0.6249722242355347, -0.02894677221775055]","[0.46336090564727783, 0.6207576394081116, -0.06949833780527115]","[0.41951486468315125, 0.6206851005554199, -0.07387475669384003]","[0.44403329491615295, 0.39818164706230164, 0.07108521461486816]","[0.43801000714302063, 0.7165964841842651, -0.07477078586816788]"
"[0.4956679940223694, 0.5018088221549988, 0.053036920726299286]","[0.534630298614502, 0.4939216077327728, 0.053506672382354736]","[0.5679267644882202, 0.49522659182548523, 0.061141446232795715]","[0.5919036865234375, 0.5031278729438782, 0.08162897080183029]","[0.5664808750152588, 0.5078680515289307, 0.0587688609957695]","[0.5326421856880188, 0.5072027444839478, 0.05026108771562576]","[0.37803807854652405, 0.5011816024780273, 0.04522480443120003]","[0.3452188968658447, 0.4930059313774109, 0.035797588527202606]","[0.31129199266433716, 0.49431854486465454, 0.03731324151158333]","[0.28366076946258545, 0.5019320249557495, 0.05346508324146271]","[0.31288331747055054, 0.506594717502594, 0.035414356738328934]","[0.3474700152873993, 0.5059212446212769, 0.032907634973526]","[0.3552733063697815, 0.6249165534973145, -0.044449638575315475]","[0.42073142528533936, 0.6177724003791809, -0.07019626349210739]","[0.4633600115776062, 0.617885172367096, -0.06589198857545853]","[0.5175750255584717, 0.6252274513244629, -0.02917894534766674]","[0.4633464217185974, 0.6204695701599121, -0.06942761689424515]","[0.42004579305648804, 0.6203580498695374, -0.07400169223546982]","[0.445150226354599, 0.3980693519115448, 0.07163810729980469]","[0.43716517090797424, 0.7167890071868896, -0.07556291669607162]"
"[0.4964875280857086, 0.501905620098114, 0.0536227785050869]","[0.5355796813964844, 0.49405431747436523, 0.05416179075837135]","[0.5689898729324341, 0.4952274560928345, 0.06191752105951309]","[0.5932248830795288, 0.5029929280281067, 0.08252814412117004]","[0.5678219795227051, 0.5078995227813721, 0.059479303658008575]","[0.5337734222412109, 0.5073116421699524, 0.05085735768079758]","[0.3780064880847931, 0.5015283823013306, 0.04556414857506752]","[0.3449680507183075, 0.4935045540332794, 0.03604406490921974]","[0.3109714686870575, 0.4948394298553467, 0.03756067529320717]","[0.28319650888442993, 0.5024099349975586, 0.053752098232507706]","[0.3125001788139343, 0.5071708559989929, 0.03559840843081474]","[0.34726399183273315, 0.5064191222190857, 0.0331433080136776]","[0.35667893290519714, 0.6253605484962463, -0.045062992721796036]","[0.42228832840919495, 0.6178931593894958, -0.07086333632469177]","[0.4652877151966095, 0.6179031133651733, -0.06649274379014969]","[0.5199253559112549, 0.6252872943878174, -0.029546266421675682]","[0.46547195315361023, 0.6206656098365784, -0.06988322734832764]","[0.42188337445259094, 0.6206538677215576, -0.07448401302099228]","[0.4445987343788147, 0.3977072238922119, 0.07271797955036163]","[0.44010597467422485, 0.7169661521911621, -0.07659244537353516]"
"[0.4968605935573578, 0.5023302435874939, 0.05359181389212608]","[0.5355351567268372, 0.49455028772354126, 0.05398976802825928]","[0.5687100887298584, 0.4957451820373535, 0.06147921085357666]","[0.5928986072540283, 0.5034694075584412, 0.08176878839731216]","[0.5676235556602478, 0.5082342028617859, 0.05899344012141228]","[0.533909022808075, 0.5076683759689331, 0.050623588263988495]","[0.37916624546051025, 0.5020195245742798, 0.04624633491039276]","[0.3464818596839905, 0.4941256642341614, 0.036961253732442856]","[0.3127038776874542, 0.4955081343650818, 0.03858534246683121]","[0.285101056098938, 0.5030709505081177, 0.05472824349999428]","[0.31418177485466003, 0.5076278448104858, 0.036531057208776474]","[0.3486563265323639, 0.506841778755188, 0.03395876660943031]","[0.3578135669231415, 0.6252885460853577, -0.04503583535552025]","[0.42282789945602417, 0.6177970170974731, -0.07091289758682251]","[0.465679407119751, 0.6178164482116699, -0.06670286506414413]","[0.5198981761932373, 0.6252714395523071, -0.03021400049328804]","[0.46580612659454346, 0.6209253668785095, -0.07017017155885696]","[0.42238372564315796, 0.6209050416946411, -0.07461223006248474]","[0.44495630264282227, 0.3984873294830322, 0.07400736957788467]","[0.44112125039100647, 0.7165223956108093, -0.07734020799398422]"
"[0.4960309863090515, 0.5032703876495361, 0.052726492285728455]","[0.5338448286056519, 0.4974535405635834, 0.05249734967947006]","[0.5661026239395142, 0.49852609634399414, 0.05985236540436745]","[0.5909634232521057, 0.5050801634788513, 0.07998737692832947]","[0.5657167434692383, 0.509422242641449, 0.05757724121212959]","[0.5323596596717834, 0.5087838768959045, 0.04951465502381325]","[0.37819474935531616, 0.5036472678184509, 0.04626775160431862]","[0.3461204171180725, 0.4978286027908325, 0.03702676668763161]","[0.31317830085754395, 0.49937671422958374, 0.03904007375240326]","[0.2851436734199524, 0.5059652924537659, 0.05535944923758507]","[0.3143845200538635, 0.5098642706871033, 0.03713501617312431]","[0.3485333025455475, 0.5086905360221863, 0.03437861055135727]","[0.3577822744846344, 0.625958263874054, -0.0439298115670681]","[0.42304351925849915, 0.6182999014854431, -0.07044995576143265]","[0.4668009579181671, 0.618212103843689, -0.06655961275100708]","[0.5215759873390198, 0.6254866719245911, -0.030170319601893425]","[0.46688681840896606, 0.6214771270751953, -0.07044074684381485]","[0.42270249128341675, 0.621570348739624, -0.07455059885978699]","[0.44232478737831116, 0.39962804317474365, 0.07496298849582672]","[0.443375825881958, 0.7167725563049316, -0.07810137420892715]"
"[0.49727311730384827, 0.504161536693573, 0.052423980087041855]","[0.5352721214294434, 0.4991719424724579, 0.051817841827869415]","[0.5674595832824707, 0.500251054763794, 0.05917775258421898]","[0.5928128361701965, 0.5063269138336182, 0.07942740619182587]","[0.567249059677124, 0.5105100870132446, 0.05696580559015274]","[0.5337734222412109, 0.509813666343689, 0.04902567341923714]","[0.37838250398635864, 0.5046424269676208, 0.046387843787670135]","[0.3465942442417145, 0.4995800256729126, 0.037138454616069794]","[0.3138273358345032, 0.5010799169540405, 0.03946344926953316]","[0.2853890657424927, 0.5071730017662048, 0.05607319995760918]","[0.3145948052406311, 0.5108619332313538, 0.03753886744379997]","[0.34869185090065, 0.5096661448478699, 0.03461597487330437]","[0.3590735197067261, 0.6256576180458069, -0.04461204260587692]","[0.4233704209327698, 0.6179341673851013, -0.0709354430437088]","[0.46674662828445435, 0.6179096698760986, -0.06714114546775818]","[0.5209864377975464, 0.6255240440368652, -0.031317297369241714]","[0.4668663442134857, 0.6214003562927246, -0.07067684829235077]","[0.42298993468284607, 0.6214020848274231, -0.07462242245674133]","[0.4431828558444977, 0.400032103061676, 0.07561697065830231]","[0.4438571035861969, 0.715569019317627, -0.07774965465068817]"
"[0.49802616238594055, 0.5043208599090576, 0.05210109427571297]","[0.5354824662208557, 0.5006013512611389, 0.05121716856956482]","[0.5671135187149048, 0.5017054677009583, 0.05849769711494446]","[0.5927344560623169, 0.5070688128471375, 0.07857797294855118]","[0.567039966583252, 0.5108673572540283, 0.05651828646659851]","[0.533890962600708, 0.5100277662277222, 0.04866617172956467]","[0.37923169136047363, 0.504695475101471, 0.04616568982601166]","[0.34820911288261414, 0.5007576942443848, 0.03686636686325073]","[0.3161168396472931, 0.5021654367446899, 0.03923550248146057]","[0.28749895095825195, 0.507469654083252, 0.05568418279290199]","[0.3165908753871918, 0.5108511447906494, 0.0374324731528759]","[0.3502050042152405, 0.50961834192276, 0.034529171884059906]","[0.3606919050216675, 0.6259347796440125, -0.04458298534154892]","[0.42386478185653687, 0.6181201338768005, -0.07039308547973633]","[0.46651631593704224, 0.6181488633155823, -0.06674741953611374]","[0.520487904548645, 0.6260573267936707, -0.03181573748588562]","[0.4669926166534424, 0.6216170191764832, -0.07043004035949707]","[0.42362797260284424, 0.6215554475784302, -0.074167899787426]","[0.44442784786224365, 0.40107423067092896, 0.0755820944905281]","[0.4435071647167206, 0.7158096432685852, -0.07720869034528732]"
"[0.4975336194038391, 0.5048426389694214, 0.051641058176755905]","[0.5349708795547485, 0.5013775825500488, 0.05061250925064087]","[0.5663954019546509, 0.5026221871376038, 0.057870592921972275]","[0.5916796922683716, 0.5079860091209412, 0.07805250585079193]","[0.5663856267929077, 0.5116346478462219, 0.05602744594216347]","[0.5333120226860046, 0.5107160806655884, 0.048164255917072296]","[0.3792319893836975, 0.5050573945045471, 0.04579875245690346]","[0.34813058376312256, 0.5012651085853577, 0.03644324466586113]","[0.3162570297718048, 0.5026864409446716, 0.038814038038253784]","[0.2879112958908081, 0.5078663229942322, 0.0553847961127758]","[0.31668612360954285, 0.5112054347991943, 0.0371498204767704]","[0.3502162992954254, 0.5100029110908508, 0.034189701080322266]","[0.36025625467300415, 0.6256500482559204, -0.04424334317445755]","[0.42342308163642883, 0.6182081699371338, -0.06936357170343399]","[0.46559765934944153, 0.6182988882064819, -0.06574305891990662]","[0.51925128698349, 0.6260181665420532, -0.031611401587724686]","[0.4659605026245117, 0.621046245098114, -0.06933286786079407]","[0.4231410324573517, 0.6209208965301514, -0.07306735962629318]","[0.4447121024131775, 0.40212517976760864, 0.0744318813085556]","[0.4416190981864929, 0.7153408527374268, -0.07677911221981049]"
"[0.49732816219329834, 0.5042939186096191, 0.05136556550860405]","[0.5348671078681946, 0.5009588599205017, 0.05007089674472809]","[0.5662574172019958, 0.5020636916160583, 0.0572047121822834]","[0.5918757319450378, 0.5071125030517578, 0.0773138627409935]","[0.5663303136825562, 0.5107215046882629, 0.055459387600421906]","[0.533193826675415, 0.5098761916160583, 0.04773006588220596]","[0.37912312150001526, 0.5050317049026489, 0.04615945741534233]","[0.3479662239551544, 0.5017387270927429, 0.03684530034661293]","[0.316307932138443, 0.5033326148986816, 0.03937842696905136]","[0.28810250759124756, 0.5083833336830139, 0.05608261749148369]","[0.31687483191490173, 0.5114619731903076, 0.03781867027282715]","[0.3502817153930664, 0.510066568851471, 0.034685395658016205]","[0.36062097549438477, 0.625913143157959, -0.04360524192452431]","[0.4233759641647339, 0.6181913614273071, -0.06919542700052261]","[0.46570226550102234, 0.6181480884552002, -0.06586954742670059]","[0.5199770331382751, 0.6258017420768738, -0.03182535618543625]","[0.4661575257778168, 0.6207898259162903, -0.06948979198932648]","[0.42328399419784546, 0.6207954287528992, -0.07285856455564499]","[0.4433245062828064, 0.4019533097743988, 0.07409753650426865]","[0.44316986203193665, 0.7154425978660583, -0.07672647386789322]"
"[0.4977617859840393, 0.5050933957099915, 0.05163300409913063]","[0.5350459218025208, 0.5019843578338623, 0.05030977725982666]","[0.5663152933120728, 0.5030601620674133, 0.05729717016220093]","[0.591881275177002, 0.5080487132072449, 0.07726486772298813]","[0.5664341449737549, 0.5116642713546753, 0.05552859231829643]","[0.5334087014198303, 0.5108043551445007, 0.04792605713009834]","[0.3791797161102295, 0.5059999227523804, 0.046818409115076065]","[0.3483738303184509, 0.5029228329658508, 0.03764568269252777]","[0.31679052114486694, 0.5044852495193481, 0.04029263183474541]","[0.2883816957473755, 0.5094513297080994, 0.05694681033492088]","[0.31713590025901794, 0.5124498009681702, 0.0386400930583477]","[0.3504979610443115, 0.5110220313072205, 0.03543646261096001]","[0.3597490191459656, 0.6263870000839233, -0.04376668855547905]","[0.4229471981525421, 0.6183232069015503, -0.06986948102712631]","[0.4657597243785858, 0.6183556318283081, -0.06668496876955032]","[0.5199980735778809, 0.6264399886131287, -0.032345887273550034]","[0.46590158343315125, 0.6214725971221924, -0.07029632478952408]","[0.4225285053253174, 0.6214281916618347, -0.07352476567029953]","[0.44421693682670593, 0.40297532081604004, 0.07570453733205795]","[0.4421443045139313, 0.7157495021820068, -0.07778530567884445]"
